Agency,eventID,date,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,geometry
PIVS,3000010637,1990.330799,1990,5,1,17,47,44,123.76,10.17,144.0,4.3,POINT (13776900.180575538 1138111.2830075924)
PIVS,3000010665,1990.360357,1990,5,12,12,43,41,124.08,9.53,63.0,4.2,POINT (13812522.417629384 1065800.4817516236)
PIVS,3000011172,1990.69349,1990,9,11,2,58,29,124.13,9.7,136.0,4.1,POINT (13818088.392169047 1084994.4325576928)
PIVS,3000011223,1990.737157,1990,9,27,1,29,41,123.63,9.57,34.0,4.5,POINT (13762428.64677241 1070315.8389345126)
PIVS,3000011588,1991.202886,1991,3,16,1,16,51,123.75,9.63,30.0,4.2,POINT (13775786.985667605 1077089.8720128716)
PIVS,3000011636,1991.245648,1991,3,31,15,52,51,123.87,10.3,27.0,4.4,POINT (13789145.324562797 1152816.82575089)
PIVS,3000012184,1991.801693,1991,10,20,14,49,44,124.26,10.29,208.0,4.9,POINT (13832559.925972175 1151685.4158636814)
PIVS,3000012233,1991.844637,1991,11,5,7,1,5,123.83,9.44,19.0,5.2,POINT (13784692.544931067 1055642.859373037)
ISCBUL,301227610,1991.926233,1991,12,5,1,47,55,123.61,10.22,17.0,5.1,POINT (13760202.256956546 1143766.5483937112)
PIVS,3000012336,1991.992199,1991,12,29,3,39,54,123.49,9.73,305.0,4.2,POINT (13746843.918061353 1088382.6060166557)
ISCBUL,301233755,1992.376245,1992,5,18,1,57,55,124.08,10.18,242.0,4.9,POINT (13812522.417629384 1139242.26511917)
PIVS,3000012609,1992.523848,1992,7,11,6,3,0,124.14,9.64,75.0,4.2,POINT (13819201.587076982 1078218.9943446268)
PIVS,3000012767,1992.804499,1992,10,22,6,1,38,124.0,9.57,64.0,4.2,POINT (13803616.858365921 1070315.8389345126)
PIVS,3000013611,1994.801346,1994,10,20,11,47,23,123.91,9.6,77.0,4.1,POINT (13793598.104194527 1073702.705496413)
PIVS,3000014791,1996.402295,1996,5,27,15,24,43,124.1,9.98,3.0,5.8,POINT (13814748.807445249 1116629.3089155625)
ISCBUL,301349944,1996.836358,1996,11,2,22,38,26,123.76,9.53,35.0,4.7,POINT (13776900.180575538 1065800.4817516236)
ISCBUL,301375084,1997.278458,1997,4,12,15,17,35,123.55,10.05,17.0,4.6,POINT (13753523.087508949 1124542.2491251284)
PIVS,3000016303,1997.471579,1997,6,22,3,1,39,123.92,10.42,3.0,4.3,POINT (13794711.299102461 1166396.5540681488)
PIVS,3000016564,1997.754514,1997,10,3,9,32,25,123.97,10.03,6.0,4.8,POINT (13800277.273642125 1122281.2347648616)
PIVS,3000016718,1997.945078,1997,12,11,22,52,59,124.45,9.75,29.0,4.2,POINT (13853710.629222894 1090641.5572689108)
PIVS,3000017116,1998.401369,1998,5,27,11,59,31,123.95,10.02,3.0,4.8,POINT (13798050.88382626 1121150.7799480155)
ISCBUL,1907528,1998.757991,1998,10,4,16,0,11,124.13,10.07,3.0,4.3,POINT (13818088.392169047 1126803.4033648113)
ISCBUL,301491469,1999.996509,1999,12,30,17,25,6,123.62,10.04,17.0,4.3,POINT (13761315.451864477 1123411.7244783677)
ISCBUL,3454920,2001.403702,2001,5,28,8,26,2,124.44,9.69,16.0,4.6,POINT (13852597.434314962 1083865.108837532)
ISCBUL,3455287,2001.544281,2001,7,18,15,54,10,123.95,10.36,8.0,4.6,POINT (13798050.88382626 1159606.0399797896)
ISCBUL,3352737,2001.949439,2001,12,13,13,5,0,124.19,9.59,0.0,4.3,POINT (13824767.561616646 1072573.7166959725)
ISCBUL,4282703,2002.034147,2002,1,13,11,7,27,124.27,10.01,6.0,5.1,POINT (13833673.120880106 1120020.3599912424)
ISCBUL,4284036,2002.55991,2002,7,24,8,48,28,123.71,10.23,7.0,4.8,POINT (13771334.206035873 1144897.7081028307)
ISCBUL,4285889,2003.417582,2003,6,2,10,1,14,123.52,9.64,21.0,4.8,POINT (13750183.502785152 1078218.9943446268)
PIVS,3000021761,2004.382226,2004,5,20,6,38,32,123.98,10.01,5.0,5.6,POINT (13801390.468550056 1120020.3599912424)
PIVS,3000022217,2004.816767,2004,10,26,18,5,10,123.4,9.88,1.0,5.2,POINT (13736825.16388996 1105328.0561823228)
ISCBUL,6868125,2005.149645,2005,2,24,14,53,27,124.23,10.43,0.0,4.5,POINT (13829220.341248376 1167528.433349355)
PIVS,3000022615,2005.245254,2005,3,31,12,25,31,124.27,9.67,12.0,5.2,POINT (13833673.120880106 1081606.5623279861)
ISCBUL,7418392,2005.558332,2005,7,23,18,59,23,123.72,9.94,26.0,4.8,POINT (13772447.400943805 1112108.3933036383)
ISCBUL,8180557,2006.227546,2006,3,25,1,18,2,123.39,9.97,23.0,4.6,POINT (13735711.968982026 1115499.0280333112)
ISCBUL,8181279,2006.355748,2006,5,10,20,20,53,124.14,10.44,2.0,5.4,POINT (13819201.587076982 1168660.348995324)
ISCBUL,8184282,2006.860203,2006,11,10,23,22,49,123.93,9.81,23.0,4.4,POINT (13795824.494010393 1097419.2251742997)
ISCBUL,10364940,2007.383419,2007,5,20,22,45,13,123.77,9.5,13.0,4.9,POINT (13778013.375483468 1062414.3112675361)
ISCBUL,10365496,2007.467151,2007,6,20,12,14,19,123.56,10.12,49.0,4.6,POINT (13754636.282416882 1132456.9028585616)
ISCBUL,10367116,2007.737645,2007,9,27,5,45,57,124.08,9.75,26.0,4.4,POINT (13812522.417629384 1090641.5572689108)
PIVS,3000025157,2007.976708,2007,12,23,11,57,43,123.68,9.91,15.0,4.7,POINT (13767994.621312076 1108718.0696821064)
ISCBUL,12156670,2008.105555,2008,2,8,17,43,51,124.07,10.27,33.0,4.4,POINT (13811409.22272145 1149422.7036022258)
ISCBUL,13541351,2009.12336,2009,2,15,0,38,14,123.53,9.85,8.0,4.4,POINT (13751296.697693083 1101938.3518183355)
PIVS,3000027315,2009.651866,2009,8,26,22,20,52,123.86,9.53,572.0,5.6,POINT (13788032.129654866 1065800.4817516236)
ISCBUL,17240095,2010.113954,2010,2,11,14,14,28,124.5,9.83,35.0,4.9,POINT (13859276.603762558 1099678.7201644292)
ISCBUL,17242258,2010.462136,2010,6,18,16,18,45,124.47,10.27,34.0,4.9,POINT (13855937.019038761 1149422.7036022258)
ISCBUL,17243131,2010.655763,2010,8,28,8,28,55,124.52,9.77,4.0,4.9,POINT (13861502.993578423 1092900.6440182207)
ISCBUL,601883588,2011.02612,2011,1,10,12,48,36,124.23,10.42,22.0,4.6,POINT (13829220.341248376 1166396.5540681488)
PIVS,3000033682,2013.786325,2013,10,15,0,12,30,124.04,9.85,12.0,7.2,POINT (13808069.637997655 1101938.3518183355)
PIVS,3000038312,2016.402301,2016,5,27,15,28,12,124.07,9.85,6.0,4.6,POINT (13811409.22272145 1101938.3518183355)
ISCBUL,616069864,2016.424536,2016,6,4,19,18,53,124.25,10.12,5.0,4.3,POINT (13831446.731064241 1132456.9028585616)
PIVS,3000038961,2016.794745,2016,10,18,16,6,41,124.12,10.46,1.0,4.7,POINT (13816975.197261117 1170924.289528833)
ISCBUL,616572698,2016.832656,2016,11,1,14,1,50,123.92,9.81,7.0,4.9,POINT (13794711.299102461 1097419.2251742997)
PIVS,3000039254,2016.995926,2016,12,31,12,6,56,123.64,10.1,10.0,4.5,POINT (13763541.841680344 1130195.3976388918)
PIVS,3000039602,2017.19542,2017,3,13,7,52,54,123.62,9.7,1.0,4.2,POINT (13761315.451864477 1084994.4325576928)
PIVS,3000040219,2017.393394,2017,5,24,14,8,4,124.48,9.72,7.0,4.8,POINT (13857050.213946696 1087253.1811108377)
ISCBUL,618855620,2017.571619,2017,7,28,15,23,6,123.64,9.68,32.0,4.1,POINT (13763541.841680344 1082735.8187730978)
ISCBUL,619441929,2017.593579,2017,8,5,15,45,6,124.5,10.19,112.0,4.1,POINT (13859276.603762558 1140373.2826768907)
ISCBUL,619442346,2017.604546,2017,8,9,15,49,23,124.09,9.93,3.0,5.1,POINT (13813635.612537319 1110978.2509109431)
ISCBUL,618947690,2017.753151,2017,10,2,21,36,7,124.04,10.31,0.0,4.1,POINT (13808069.637997655 1153948.2715247364)
ISCBUL,619892783,2017.870623,2017,11,14,18,39,41,123.62,10.11,17.0,4.1,POINT (13761315.451864477 1131326.1326539454)
PIVS,3000041586,2018.153266,2018,2,25,22,36,33,123.71,10.18,33.0,4.1,POINT (13771334.206035873 1139242.26511917)
ISCBUL,619013842,2018.277902,2018,4,12,10,25,32,124.1,10.39,0.0,4.3,POINT (13814748.807445249 1163001.134045003)
PIVS,3000042097,2018.463326,2018,6,19,2,43,58,124.03,9.87,6.0,4.5,POINT (13806956.44308972 1104198.1204279147)
ISCBUL,621309478,2018.628681,2018,8,18,11,14,41,124.15,10.2,35.0,4.4,POINT (13820314.781984914 1141504.335717432)
ISCBUL,619053429,2018.65637,2018,8,28,13,47,51,124.5,10.04,0.0,4.0,POINT (13859276.603762558 1123411.7244783677)
PIVS,3000042820,2018.835708,2018,11,2,0,48,21,124.07,9.91,3.0,4.3,POINT (13811409.22272145 1108718.0696821064)
ISCBUL,622045871,2019.227727,2019,3,25,2,53,4,123.93,9.84,35.0,4.8,POINT (13795824.494010393 1100808.5188901688)
ISCBUL,619194449,2019.986274,2019,12,26,23,45,37,123.63,9.81,0.0,4.1,POINT (13762428.64677241 1097419.2251742997)
ISCBUL,619308740,2020.118685,2020,2,13,13,22,49,123.45,9.74,0.0,4.0,POINT (13742391.138429623 1089512.06472387)
ISCBUL,626521230,2020.720778,2020,9,21,12,36,44,124.16,9.95,7.08,4.1,POINT (13821427.976892846 1113238.5702639013)
ISCBUL,627233254,2021.063335,2021,1,24,2,48,49,124.04,10.44,10.0,4.1,POINT (13808069.637997655 1168660.348995324)
